NAME,A (au),PER (days),ECC,STAR,RSTAR (Rsun),MSTAR (Msun),MASS (Mjup)
Kepler-184 b,0.0949568,10.687576,10000,Kepler-184,0.873,10000,0.0181008
Kepler-60 b,0.0750769,7.1316185,10000,Kepler-60,1.5,1.11,0.0172607
Kepler-151 b,0.120241,15.228958,10000,Kepler-151,0.83,10000,0.0279223
Kepler-242 c,0.116354,14.496481,10000,Kepler-242,0.85,10000,0.0147725
Kepler-230 b,0.199823,32.625555,10000,Kepler-230,0.817,10000,0.0596201
Kepler-350 b,0.0979073,11.189562,10000,Kepler-350,1.534,10000,0.0136211
Kepler-382 b,0.0592083,5.262155,10000,Kepler-382,0.945,10000,0.00769114
GJ 9827 d,0.0561474,6.201467,10000,GJ 9827,0.613,0.614,0.0163432
Kepler-209 b,0.124721,16.087845,10000,Kepler-209,0.935,10000,0.0170837
Kepler-123 c,0.174808,26.695074,10000,Kepler-123,1.264,10000,0.0112762
Kepler-59 c,0.136086,17.9801235,10000,Kepler-59,0.94,1.04,0.0149563
KIC 11442793 b,0.0761616,7.008151,10000,KIC 11442793,1.2,1.2,0.00752338
Kepler-258 b,0.109294,13.19722,10000,Kepler-258,0.915,10000,0.0537981
Kepler-261 b,0.0931334,10.381227,10000,Kepler-261,0.794,10000,0.0163243
Kepler-57 b,0.0588891,5.7293196,10000,Kepler-57,0.73,0.83,0.0163986
Kepler-175 b,0.102029,11.903515,10000,Kepler-175,1.01,10000,0.020389
Kepler-323 b,0.0276391,1.678327,10000,Kepler-323,1.178,10000,0.0100631
Kepler-377 c,0.176201,27.014976,10000,Kepler-377,1.224,10000,0.0152673
Kepler-80 c,0.0788018,9.522,10000,Kepler-80,0.65,0.72,0.022
Kepler-179 c,0.067463,6.40013,10000,Kepler-179,0.759,10000,0.0147725
Kepler-360 c,0.0728812,7.186434,10000,Kepler-360,1.058,10000,0.0156092
Kepler-262 b,0.108539,13.060855,10000,Kepler-262,0.881,10000,0.00850717
Kepler-381 b,0.0619291,5.629021,10000,Kepler-381,1.568,10000,0.0028129
Kepler-168 c,0.109272,13.193242,10000,Kepler-168,1.107,10000,0.0220797
Kepler-84 f,0.245953,44.552169,10000,Kepler-84,1.169,10000,0.0165098
Kepler-288 b,0.065318,6.097326,10000,Kepler-288,1.091,10000,0.0123736
Kepler-55 b,0.153688,27.9481449,10000,Kepler-55,0.58,0.62,0.0188372
Kepler-272 b,0.0404491,2.971353,10000,Kepler-272,0.929,10000,0.0100631
Kepler-231 b,0.0912341,10.065275,10000,Kepler-231,0.49,10000,0.0127755
Kepler-373 b,0.0612399,5.535309,10000,Kepler-373,0.845,10000,0.00850717
Kepler-352 c,0.125984,16.332995,10000,Kepler-352,0.781,10000,0.00621274
Kepler-363 b,0.046094,3.614568,10000,Kepler-363,1.485,10000,0.00493175
Kepler-390 b,0.0698175,6.738088,10000,Kepler-390,0.776,10000,0.00144064
Kepler-340 b,0.118208,14.844387,10000,Kepler-340,1.85,10000,0.0200225
Kepler-226 b,0.0488289,3.940997,10000,Kepler-226,0.802,10000,0.011604
Kepler-226 c,0.0598621,5.349555,10000,Kepler-226,0.802,10000,0.0171819
Kepler-366 c,0.1055,12.51616,10000,Kepler-366,1.048,10000,0.0131908
Kepler-288 c,0.140842,19.305772,10000,Kepler-288,1.091,10000,0.0244074
Kepler-311 b,0.0857785,9.176092,10000,Kepler-311,1.188,10000,0.012573
Kepler-228 c,0.050414,4.134444,10000,Kepler-228,1.014,10000,0.0222169
Kepler-378 b,0.124744,16.092361,10000,Kepler-378,0.671,10000,0.00105258
Kepler-343 c,0.159296,23.22182,10000,Kepler-343,1.433,10000,0.0149351
Kepler-42 b,0.0112809,1.2137672,10000,Kepler-42,0.17,0.13,0.0012042
Kepler-212 b,0.125596,16.257582,10000,Kepler-212,1.455,10000,0.00396389
Kepler-296 c,0.063479,5.841648,10000,Kepler-296,0.557,10000,0.0160511
Kepler-356 b,0.0542304,4.612696,10000,Kepler-356,1.335,10000,0.0117295
Kepler-244 b,0.0518456,4.311792,10000,Kepler-244,0.803,10000,0.0230631
Kepler-277 c,0.209126,33.006,10000,Kepler-277,1.69,1.12,10000
Kepler-215 c,0.117265,14.667108,10000,Kepler-215,1.027,10000,0.0130508
Kepler-108 b,0.262717,49.183921,10000,Kepler-108,2.192,10000,0.268526
K2-32 c,0.140652,20.65614,10000,K2-32,0.87,0.87,0.0379597
Kepler-348 c,0.130735,17.265427,10000,Kepler-348,1.359,10000,0.00789025
Kepler-124 b,0.0443423,3.410493,10000,Kepler-124,0.636,10000,0.000957504
Kepler-185 c,0.147681,20.729042,10000,Kepler-185,0.806,10000,0.0149351
Kepler-191 c,0.133112,17.738506,10000,Kepler-191,0.789,10000,0.0136944
Kepler-111 b,0.043745,3.341815,10000,Kepler-111,1.157,10000,0.0117926
Kepler-235 b,0.0437311,3.340222,10000,Kepler-235,0.554,10000,0.0167934
Kepler-48 c,0.0851485,9.67395,10000,Kepler-48,0.89,0.88,0.045968
Kepler-114 b,0.0586548,5.188549,10000,Kepler-114,0.667,10000,0.00656354
K2-32 b,0.0807898,8.99218,10000,K2-32,0.87,0.87,0.0997116
Kepler-60 d,0.105629,11.9016171,10000,Kepler-60,1.5,1.11,0.0202381
KELT-20 b,0.0542009,3.4741085,10000,KELT-20,1.565,1.76,1
HIP 41378 c,0.205364,31.6978,10000,HIP 41378,1.4,1.15,0.0208189
Kepler-234 c,0.0730543,7.21205,10000,Kepler-234,1.113,10000,0.0375018
K2-9 b,0.0914762,18.4498,10000,K2-9,0.31,0.3,0.0175432
Kepler-85 c,0.102591,12.513,10000,Kepler-85,1.24,0.92,0.0162741
Kepler-219 d,0.258138,47.903645,10000,Kepler-219,1.491,10000,0.0237984
Kepler-431 b,0.0718902,6.803,10000,Kepler-431,1.092,1.071,0.00120877
Kepler-248 c,0.125503,16.239494,10000,Kepler-248,0.831,10000,0.0541479
Kepler-251 d,0.189511,30.133001,10000,Kepler-251,0.89,10000,0.0232079
Kepler-234 b,0.0380552,2.711506,10000,Kepler-234,1.113,10000,0.0425085
Kepler-392 c,0.0933838,10.423118,10000,Kepler-392,1.129,10000,0.00409374
Kepler-349 c,0.103986,12.247629,10000,Kepler-349,0.927,10000,0.014454
Kepler-331 d,0.197812,32.134328,10000,Kepler-331,0.492,10000,0.0121773
Kepler-362 c,0.220686,37.866281,10000,Kepler-362,0.722,10000,0.010538
Kepler-321 c,0.108723,13.093921,10000,Kepler-321,1.194,10000,0.0176845
Kepler-376 c,0.114613,14.172327,10000,Kepler-376,1.175,10000,0.0131908
Kepler-244 c,0.0894244,9.767292,10000,Kepler-244,0.803,10000,0.0151834
Kepler-354 b,0.0608066,5.47666,10000,Kepler-354,0.674,10000,0.0135483
Kepler-278 b,0.189627,30.160546,10000,Kepler-278,2.935,10000,0.0541479
Kepler-183 b,0.0623606,5.687945,10000,Kepler-183,0.958,10000,0.0152673
Kepler-210 c,0.0781034,7.972513,10000,Kepler-210,0.65,10000,0.0403249
Kepler-184 d,0.184825,29.022358,10000,Kepler-184,0.873,10000,0.0195472
Kepler-296 b,0.0461525,3.621457,10000,Kepler-296,0.557,10000,0.00233796
Kepler-402 b,0.0495511,4.028751,10000,Kepler-402,1.264,10000,0.00587447
Kepler-260 b,0.0795006,8.187399,10000,Kepler-260,0.862,10000,0.0148535
Kepler-255 c,0.0905121,9.946047,10000,Kepler-255,0.933,10000,0.0266892
Kepler-60 c,0.0871504,8.9193459,10000,Kepler-60,1.5,1.11,0.0192896
Kepler-395 c,0.209361,34.989262,10000,Kepler-395,0.556,10000,0.00769114
Kepler-431 c,0.0847193,8.703,10000,Kepler-431,1.092,1.071,0.00075757
Kepler-1652 b,0.163806,38.09722,10000,Kepler-1652,0.382,0.404,0.00792721
Kepler-327 d,0.113517,13.969457,10000,Kepler-327,0.492,10000,0.0127755
Kepler-356 c,0.108876,13.121632,10000,Kepler-356,1.335,10000,0.0133325
Kepler-270 b,0.0995717,11.476094,10000,Kepler-270,1.461,10000,0.0148535
Kepler-85 b,0.0780663,8.306,10000,Kepler-85,1.24,0.92,0.0145548
Kepler-313 c,0.198382,32.273273,10000,Kepler-313,1.536,10000,0.0205131
Kepler-199 b,0.161192,23.637604,10000,Kepler-199,0.967,10000,0.0288426
Kepler-172 b,0.0401669,2.940309,10000,Kepler-172,1.085,10000,0.0179955
Kepler-223 d,0.117913,14.788759,10000,Kepler-223,1.017,10000,0.0265182
Kepler-431 d,0.104497,11.922,10000,Kepler-431,1.092,1.071,0.00452953
Kepler-360 b,0.0432887,3.289672,10000,Kepler-360,1.058,10000,0.0122424
Kepler-246 b,0.0541452,4.60182,10000,Kepler-246,0.831,10000,0.0178911
Kepler-347 b,0.10708,12.79836,10000,Kepler-347,1.005,10000,0.0145328
Kepler-217 c,0.0820605,8.586004,10000,Kepler-217,1.799,10000,0.0136211
Kepler-401 c,0.256031,47.318218,10000,Kepler-401,1.333,10000,0.0160511
Kepler-299 c,0.0708347,6.885875,10000,Kepler-299,1.032,10000,0.0215411
Kepler-112 b,0.080928,8.408878,10000,Kepler-112,0.841,10000,0.0181008
Kepler-271 c,0.0743912,7.410935,10000,Kepler-271,0.88,10000,0.00291583
Kepler-241 c,0.213635,36.065978,10000,Kepler-241,0.668,10000,0.0205131
Kepler-164 c,0.0964797,10.945723,10000,Kepler-164,1.148,10000,0.022635
Kepler-371 b,0.208459,34.763278,10000,Kepler-371,0.992,10000,0.0139171
Kepler-312 b,0.0286627,1.772419,10000,Kepler-312,1.467,10000,0.00711292
Kepler-164 b,0.0574921,5.03503,10000,Kepler-164,1.148,10000,0.00960182
Kepler-341 b,0.0587074,5.195528,10000,Kepler-341,1.024,10000,0.00523423
Kepler-311 c,0.142937,19.738286,10000,Kepler-311,1.188,10000,0.0100631
Kepler-334 c,0.106855,12.758005,10000,Kepler-334,1.068,10000,0.0100631
Kepler-372 c,0.144457,20.053763,10000,Kepler-372,1.137,10000,0.0155228
Kepler-127 b,0.11603,14.435889,10000,Kepler-127,1.359,10000,0.00937625
Kepler-210 b,0.0355986,2.453234,10000,Kepler-210,0.65,10000,0.0258466
Kepler-171 c,0.0994986,11.463462,10000,Kepler-171,0.839,10000,0.020389
Kepler-298 c,0.157953,22.92881,10000,Kepler-298,0.582,10000,0.0142208
Kepler-331 c,0.130814,17.28111,10000,Kepler-331,0.492,10000,0.0135483
Kepler-133 b,0.0791285,8.129976,10000,Kepler-133,1.425,10000,0.0129814
Kepler-312 c,0.142982,19.747412,10000,Kepler-312,1.467,10000,0.0296032
Kepler-235 c,0.0771364,7.824904,10000,Kepler-235,0.554,10000,0.00692663
Kepler-372 d,0.189342,30.092568,10000,Kepler-372,1.137,10000,0.0125062
Kepler-156 b,0.0570224,4.973456,10000,Kepler-156,0.807,10000,0.0174811
Kepler-393 c,0.11698,14.613612,10000,Kepler-393,1.382,10000,0.00789025
Kepler-136 c,0.126325,16.399235,10000,Kepler-136,1.355,10000,0.014692
Kepler-144 b,0.0637947,5.885273,10000,Kepler-144,1.235,10000,0.00789025
Kepler-208 d,0.09757,11.131786,10000,Kepler-208,1.314,10000,0.00554835
Kepler-286 e,0.185669,29.221289,10000,Kepler-286,0.863,10000,0.0130508
Kepler-351 b,0.217522,37.054919,10000,Kepler-351,0.854,10000,0.0279223
Kepler-387 b,0.0701869,6.791636,10000,Kepler-387,1.046,10000,0.00324127
Kepler-216 c,0.131447,17.406669,10000,Kepler-216,1.26,10000,0.0275635
Kepler-365 c,0.13334,17.784129,10000,Kepler-365,1.048,10000,0.0121773
Kepler-130 b,0.0812393,8.457458,10000,Kepler-130,1.127,10000,0.00313003
Kepler-160 c,0.112047,13.699087,10000,Kepler-160,0.884,10000,0.0400599
Kepler-207 c,0.0413536,3.071571,10000,Kepler-207,1.588,10000,0.0117855
Kepler-284 b,0.106526,12.699149,10000,Kepler-284,0.814,10000,0.0168894
Kepler-326 b,0.0335877,2.248329,10000,Kepler-326,0.801,10000,0.0123086
Kepler-200 c,0.0921796,10.222157,10000,Kepler-200,0.944,10000,0.011856
Kepler-280 c,0.0557436,4.807091,10000,Kepler-280,0.886,10000,0.0148535
Kepler-249 d,0.120974,15.368459,10000,Kepler-249,0.482,10000,0.0117295
Kepler-125 c,0.0629914,5.774464,10000,Kepler-125,0.512,10000,0.00100422
Kepler-319 c,0.0712147,6.941357,10000,Kepler-319,0.903,10000,0.0212781
Kepler-153 b,0.138715,18.870227,10000,Kepler-153,0.892,10000,0.0255184
K2-8 c,0.0533524,5.06416,10000,K2-8,0.74,0.79,0.0192918
Kepler-238 d,0.109494,13.233549,10000,Kepler-238,1.43,10000,0.0281036
Kepler-153 c,0.254528,46.90232,10000,Kepler-153,0.892,10000,0.0200225
Kepler-295 c,0.151444,21.526258,10000,Kepler-295,0.898,10000,0.00508144
Kepler-24 e,0.139343,18.998355,10000,Kepler-24,1.289,10000,0.0233538
K2-3 d,0.207594,44.5631,10000,K2-3,0.561,0.601,0.0116544
Kepler-58 b,0.0905953,10.2184954,10000,Kepler-58,1.03,0.95,0.0233176
Kepler-379 b,0.144671,20.09838,10000,Kepler-379,1.306,10000,0.0123078
Kepler-376 b,0.0566146,4.920199,10000,Kepler-376,1.175,10000,0.00371234
Kepler-225 b,0.0698236,6.738975,10000,Kepler-225,0.48,10000,0.00554835
Kepler-164 d,0.184674,28.986769,10000,Kepler-164,1.148,10000,0.0190864
Kepler-344 b,0.15349,21.963945,10000,Kepler-344,0.976,10000,0.0210192
Kepler-132 b,0.0658943,6.178196,10000,Kepler-132,1.178,10000,0.0057099
Kepler-250 d,0.132661,17.648312,10000,Kepler-250,0.805,10000,0.0163243
Kepler-256 d,0.0634611,5.839172,10000,Kepler-256,1.301,10000,0.0194307
Kepler-187 b,0.0567577,4.938864,10000,Kepler-187,1.287,10000,0.00960182
Kepler-374 d,0.0574402,5.028219,10000,Kepler-374,0.911,10000,0.00749504
Kepler-383 c,0.193962,31.200751,10000,Kepler-383,0.672,10000,0.00621274
Kepler-295 b,0.106224,12.645164,10000,Kepler-295,0.898,10000,0.00587447
Kepler-171 d,0.227355,39.595519,10000,Kepler-171,0.839,10000,0.0139171
Kepler-287 b,0.145838,20.342199,10000,Kepler-287,1.032,10000,0.0177874
Kepler-213 c,0.0558662,4.822962,10000,Kepler-213,1.195,10000,0.0178911
Kepler-268 b,0.17147,25.934138,10000,Kepler-268,1.274,10000,0.0202659
K2-17 b,0.119778,17.9691,10000,K2-17,0.66,0.71,0.0163828
Kepler-430 b,0.224449,35.968,10000,Kepler-430,1.485,1.166,0.0330424
Kepler-204 b,0.115842,14.400974,10000,Kepler-204,1.238,10000,0.0200225
Kepler-397 b,0.154824,22.250949,10000,Kepler-397,0.767,10000,0.0192003
Kepler-398 c,0.0992436,11.419412,10000,Kepler-398,0.613,10000,0.00302153
Kepler-211 b,0.0504476,4.138575,10000,Kepler-211,0.816,10000,0.00656354
Kepler-242 b,0.0796077,8.20395,10000,Kepler-242,0.85,10000,0.0210192
Kepler-138 b,0.074609,10.312364,10000,Kepler-138,0.442,0.521,0.00021
Kepler-389 b,0.0428881,3.244107,10000,Kepler-389,0.792,10000,0.0120453
Kepler-194 b,0.032015,2.092281,10000,Kepler-194,1.025,10000,0.0120453
Kepler-221 d,0.0910907,10.04156,10000,Kepler-221,0.821,10000,0.022635
Kepler-338 d,0.245507,44.431014,10000,Kepler-338,1.735,10000,0.0268614
Kepler-32 e,0.0323795,2.896,10000,Kepler-32,0.53,0.54,0.0117511
K2-66 b,0.0597996,5.06963,10000,K2-66,1.67,1.11,0.0199094
Kepler-146 b,0.193788,31.158799,10000,Kepler-146,1.208,10000,0.0427893
Kepler-176 c,0.106865,12.759712,10000,Kepler-176,0.891,10000,0.0208911
Kepler-251 b,0.0556186,4.790936,10000,Kepler-251,0.89,10000,0.00789025
Kepler-292 c,0.0469467,3.715335,10000,Kepler-292,0.826,10000,0.0110268
Kepler-324 b,0.0524333,4.385315,10000,Kepler-324,0.84,10000,0.00464108
Kepler-250 c,0.0726807,7.156804,10000,Kepler-250,0.805,10000,0.0172808
Kepler-309 b,0.0640717,5.923653,10000,Kepler-309,0.721,10000,0.0116666
KELT-19 A b,0.0636824,4.6117093,10000,KELT-19 A,1.83,1.62,0.299893
Kepler-261 c,0.165407,24.570858,10000,Kepler-261,0.794,10000,0.0147725
Kepler-336 c,0.0884004,9.600001,10000,Kepler-336,1.304,10000,0.0156092
Kepler-365 b,0.0948224,10.664903,10000,Kepler-365,1.048,10000,0.0151
Kepler-229 d,0.233437,41.194912,10000,Kepler-229,0.728,10000,0.0469127
KIC 11442793 c,0.088103,8.719375,10000,KIC 11442793,1.2,1.2,0.0053608
Kepler-132 c,0.0675669,6.414914,10000,Kepler-132,1.178,10000,0.00692663
Kepler-322 b,0.0273702,1.653888,10000,Kepler-322,0.89,10000,0.00302153
Kepler-51 b,0.248169,45.1555023,10000,Kepler-51,0.91,1,0.00661
Kepler-252 b,0.0693352,6.668391,10000,Kepler-252,0.549,10000,0.00604207
Kepler-63 b,0.0869107,9.4341505,10000,Kepler-63,0.901,0.984,0.125283
Kepler-287 c,0.247055,44.851896,10000,Kepler-287,1.032,10000,0.0318107
Kepler-245 b,0.0749207,7.49019,10000,Kepler-245,0.795,10000,0.0205131
Kepler-180 c,0.236039,41.885775,10000,Kepler-180,1.063,10000,0.027035
Kepler-82 e,0.063917,5.902206,10000,Kepler-82,0.945,10000,0.019315
Kepler-217 b,0.0600513,5.374943,10000,Kepler-217,1.799,10000,0.0167934
Kepler-235 e,0.251922,46.183669,10000,Kepler-235,0.554,10000,0.0166981
Kepler-169 d,0.0805377,8.348125,10000,Kepler-169,0.763,10000,0.00638668
Kepler-254 b,0.0633704,5.826662,10000,Kepler-254,0.91,10000,0.0475314
Kepler-241 b,0.106632,12.718092,10000,Kepler-241,0.668,10000,0.0177874
K2-19 d,0.0352682,2.50856,10000,K2-19,0.86,0.93,0.00363755
Kepler-380 c,0.0758501,7.630004,10000,Kepler-380,1.224,10000,0.00674351
Kepler-384 b,0.156426,22.597053,10000,Kepler-384,0.882,10000,0.00436179
Kepler-280 b,0.0324953,2.139542,10000,Kepler-280,0.886,10000,0.010538
HAT-P-56 b,0.0423182,2.7908327,10000,HAT-P-56,1.428,1.296,2.18029
Kepler-325 c,0.106878,12.762172,10000,Kepler-325,1.003,10000,0.0201438
K2-55 b,0.0348576,2.849258,10000,K2-55,0.63,0.696,0.0478721
Kepler-185 b,0.0271381,1.6329,10000,Kepler-185,0.806,10000,0.00508144
Kepler-172 d,0.117052,14.627119,10000,Kepler-172,1.085,10000,0.0169862
Kepler-182 c,0.147469,20.684342,10000,Kepler-182,1.146,10000,0.0355742
Kepler-307 b,0.0903808,10.4208,10000,Kepler-307,0.814,0.907,10000
Kepler-49 e,0.137369,18.596108,10000,Kepler-49,0.559,10000,0.0116666
Kepler-399 c,0.174723,26.67569,10000,Kepler-399,0.68,10000,0.0100631
Kepler-175 c,0.205538,34.035257,10000,Kepler-175,1.01,10000,0.0286557
Kepler-391 c,0.146522,20.485435,10000,Kepler-391,3.569,10000,0.0382517
Kepler-200 b,0.0821165,8.594805,10000,Kepler-200,0.944,10000,0.0158724
Kepler-122 d,0.151731,21.587475,10000,Kepler-122,1.216,10000,0.0165098
Kepler-388 c,0.109844,13.297004,10000,Kepler-388,0.586,10000,0.00170474
Kepler-246 c,0.0978933,11.187161,10000,Kepler-246,0.831,10000,0.0117855
Kepler-240 b,0.0504957,4.144495,10000,Kepler-240,0.739,10000,0.00871939
Kepler-143 c,0.176495,27.082511,10000,Kepler-143,1.359,10000,0.0341953
K2-21 c,0.104852,15.5012,10000,K2-21,0.6,0.64,0.014144
Kepler-206 b,0.0768541,7.781987,10000,Kepler-206,1.185,10000,0.00554835
Kepler-300 b,0.0935225,10.446347,10000,Kepler-300,0.9,10000,0.0123736
Kepler-110 c,0.196107,31.719775,10000,Kepler-110,1.149,10000,0.0166036
Kepler-42 d,0.0150222,1.865169,10000,Kepler-42,0.17,0.13,0.000404706
Kepler-357 d,0.263841,49.499875,10000,Kepler-357,0.834,10000,0.0355742
Kepler-134 b,0.0596222,5.317429,10000,Kepler-134,1.176,10000,0.0147725
Kepler-369 b,0.0382537,2.732756,10000,Kepler-369,0.471,10000,0.00450004
Kepler-257 d,0.165827,24.664551,10000,Kepler-257,1.037,10000,0.0812259
Kepler-342 b,0.119932,15.170318,10000,Kepler-342,1.472,10000,0.0169862
K2-97 b,0.0850402,8.4061,10000,K2-97,4.2,1.16,1.13834
Kepler-119 b,0.0352966,2.422082,10000,Kepler-119,0.839,10000,0.0397965
Kepler-190 b,0.0312733,2.019999,10000,Kepler-190,0.795,10000,0.0116666
Kepler-56 c,0.167568,21.4050484,10000,Kepler-56,3.14,1.37,0.196739
Kepler-237 b,0.0550302,4.715106,10000,Kepler-237,0.725,10000,0.00960182
Kepler-223 e,0.142858,19.721734,10000,Kepler-223,1.017,10000,0.0185304
Kepler-81 d,0.148198,20.837846,10000,Kepler-81,0.595,10000,0.0057099
Kepler-197 d,0.122591,15.677563,10000,Kepler-197,1.12,10000,0.00587447
Kepler-348 b,0.0720019,7.05677,10000,Kepler-348,1.359,10000,0.0123086
Kepler-341 d,0.179022,27.666313,10000,Kepler-341,1.024,10000,0.0136211
Kepler-299 e,0.222312,38.285489,10000,Kepler-299,1.032,10000,0.0137681
Kepler-387 c,0.101652,11.837549,10000,Kepler-387,1.046,10000,0.00192504
Kepler-54 d,0.148945,20.995694,10000,Kepler-54,0.554,10000,0.0125754
Kepler-219 b,0.0540172,4.585512,10000,Kepler-219,1.491,10000,0.0260126
Kepler-385 b,0.0911035,10.043686,10000,Kepler-385,1.126,10000,0.022635
Kepler-374 b,0.0299991,1.897806,10000,Kepler-374,0.911,10000,0.00324127
Kepler-296 e,0.205969,34.142347,10000,Kepler-296,0.557,10000,0.0129124
Kepler-255 b,0.0625553,5.714606,10000,Kepler-255,0.933,10000,0.011604
Kepler-197 b,0.061711,5.599308,10000,Kepler-197,1.12,10000,0.00313003
Kepler-183 c,0.100501,11.637071,10000,Kepler-183,0.958,10000,0.0171819
Kepler-232 b,0.0527986,4.431222,10000,Kepler-232,0.968,10000,0.0282863
Kepler-345 c,0.0870905,9.387427,10000,Kepler-345,0.623,10000,0.00554835
Kepler-152 b,0.135451,18.207973,10000,Kepler-152,0.724,10000,0.0235009
Kepler-92 c,0.186405,26.723,10000,Kepler-92,1.7,1.21,10000
Kepler-336 d,0.147443,20.678772,10000,Kepler-336,1.304,10000,0.0182069
Kepler-353 c,0.0809409,8.410894,10000,Kepler-353,0.504,10000,0.00893492
Kepler-154 b,0.201514,33.040532,10000,Kepler-154,1.001,10000,0.0170837
Kepler-237 c,0.0789575,8.103636,10000,Kepler-237,0.725,10000,0.015437
Kepler-317 c,0.0832604,8.77501,10000,Kepler-317,0.941,10000,0.0127076
Kepler-92 b,0.119688,13.749,10000,Kepler-92,1.7,1.21,10000
Kepler-301 d,0.112331,13.751243,10000,Kepler-301,0.9,10000,0.0129124
Kepler-148 c,0.050784,4.180043,10000,Kepler-148,0.851,10000,0.0397965
Kepler-49 d,0.0367817,2.576549,10000,Kepler-49,0.559,10000,0.0119197
Kepler-169 b,0.0429455,3.250619,10000,Kepler-169,0.763,10000,0.00450004
Kepler-303 c,0.0720317,7.061149,10000,Kepler-303,0.485,10000,0.00464108
Kepler-168 b,0.0527522,4.425391,10000,Kepler-168,1.107,10000,0.0107805
Kepler-56 b,0.104248,10.5034294,10000,Kepler-56,3.14,1.37,0.0465014
Kepler-238 b,0.0320006,2.090876,10000,Kepler-238,1.43,10000,0.0127755
Kepler-151 c,0.165872,24.674612,10000,Kepler-151,0.83,10000,0.0155228
Kepler-150 b,0.0444944,3.428054,10000,Kepler-150,0.939,10000,0.00638668
Kepler-353 b,0.0631426,5.795278,10000,Kepler-353,0.504,10000,0.00192504
Kepler-281 c,0.214705,36.337373,10000,Kepler-281,0.899,10000,0.0938647
Kepler-236 b,0.0801996,8.295611,10000,Kepler-236,0.51,10000,0.0117295
Kepler-78 b,0.00914662,0.35500744,10000,Kepler-78,0.74,0.81,0.00585
Kepler-55 f,0.0920376,10.198545,10000,Kepler-55,0.619,10000,0.011856
Kepler-314 c,0.0643363,5.960392,10000,Kepler-314,0.95,10000,0.025195
Kepler-187 c,0.0946763,10.640263,10000,Kepler-187,1.287,10000,0.0218083
Kepler-257 c,0.0687315,6.581484,10000,Kepler-257,1.037,10000,0.0975428
K2-8 b,0.0859362,10.35239,10000,K2-8,0.74,0.79,0.0419087
Kepler-289 b,0.207581,34.543901,10000,Kepler-289,1.162,10000,0.0188614
Kepler-346 c,0.162163,23.851549,10000,Kepler-346,1.021,10000,0.0281036
Kepler-402 e,0.098218,11.242861,10000,Kepler-402,1.264,10000,0.0107805
Kepler-161 b,0.0566234,4.921355,10000,Kepler-161,0.806,10000,0.0157841
Kepler-66 b,0.135169,17.815815,10000,Kepler-66,0.966,1.038,0.0244232
Kepler-253 c,0.0925387,10.281951,10000,Kepler-253,0.786,10000,0.0215411
Kepler-161 c,0.0720527,7.06424,10000,Kepler-161,0.806,10000,0.0151834
Kepler-331 b,0.0812396,8.457496,10000,Kepler-331,0.492,10000,0.013404
Kepler-121 b,0.0422983,3.177422,10000,Kepler-121,0.701,10000,0.0178911
Kepler-170 c,0.12769,16.665863,10000,Kepler-170,1.035,10000,0.0245625
Kepler-122 b,0.0629312,5.766193,10000,Kepler-122,1.216,10000,0.0178911
Kepler-148 b,0.0281967,1.729366,10000,Kepler-148,0.851,10000,0.0132614
Kepler-285 b,0.0373252,2.633867,10000,Kepler-285,0.808,10000,0.00809262
Kepler-333 b,0.105697,12.551158,10000,Kepler-333,0.534,10000,0.00769114
Kepler-370 c,0.139463,19.02293,10000,Kepler-370,0.9,10000,0.0140679
Kepler-128 b,0.126287,15.09,10000,Kepler-128,1.66,1.18,10000
