NAME,A (au),PER (days),ECC,STAR,RSTAR (Rsun),MSTAR (Msun),MASS (Mjup)
Kepler-274 b,0.100488,11.634788,10000,Kepler-274,1.007,10000,0.0115417
GJ 9827 c,0.0394192,3.648083,10000,GJ 9827,0.613,0.614,0.00761024
HATS-14 b,0.0381546,2.766741,10000,HATS-14,0.933,0.967,1.0682
Kepler-326 c,0.0539767,4.580358,10000,Kepler-326,0.801,10000,0.00937625
Kepler-249 c,0.0723886,7.113702,10000,Kepler-249,0.482,10000,0.0120453
Kepler-251 c,0.126914,16.514043,10000,Kepler-251,0.89,10000,0.0232079
Kepler-302 b,0.189725,30.184104,10000,Kepler-302,1.22,10000,0.0537981
Kepler-317 b,0.0611582,5.524242,10000,Kepler-317,0.941,10000,0.0155228
Kepler-343 b,0.0844802,8.96855,10000,Kepler-343,1.433,10000,0.0186399
Kepler-59 b,0.103167,11.8681707,10000,Kepler-59,0.94,1.04,0.00441201
Kepler-192 b,0.090395,9.926746,10000,Kepler-192,1.007,10000,0.0227766
Kepler-202 c,0.125725,16.282493,10000,Kepler-202,0.667,10000,0.0136211
Kepler-339 c,0.0715337,6.988055,10000,Kepler-339,0.802,10000,0.00478497
Kepler-265 b,0.0705628,6.846262,10000,Kepler-265,1.103,10000,0.0136944
Kepler-325 b,0.0536941,4.544439,10000,Kepler-325,1.003,10000,0.0253561
Kepler-256 b,0.0270005,1.620493,10000,Kepler-256,1.301,10000,0.011856
Kepler-269 c,0.079115,8.127899,10000,Kepler-269,0.959,10000,0.0125062
Kepler-250 b,0.0505253,4.148141,10000,Kepler-250,0.805,10000,0.00450004
Kepler-169 e,0.112418,13.767102,10000,Kepler-169,0.763,10000,0.0165098
Kepler-388 b,0.0422619,3.173315,10000,Kepler-388,0.586,10000,0.00137963
Kepler-107 e,0.117702,14.749049,10000,Kepler-107,1.411,10000,0.0360464
Kepler-401 b,0.115746,14.383035,10000,Kepler-401,1.333,10000,0.0126401
Kepler-291 c,0.0624544,5.700786,10000,Kepler-291,1.016,10000,0.0138423
Kepler-292 e,0.10246,11.97901,10000,Kepler-292,0.826,10000,0.0218083
Kepler-81 b,0.0554099,5.955,10000,Kepler-81,0.59,0.64,0.0187628
Kepler-347 c,0.177529,27.320871,10000,Kepler-347,1.005,10000,0.0129124
Kepler-194 c,0.13095,17.308032,10000,Kepler-194,1.025,10000,0.0207641
Kepler-332 b,0.0758257,7.626324,10000,Kepler-332,0.72,10000,0.00508144
Kepler-229 c,0.124621,16.068638,10000,Kepler-229,0.728,10000,0.0802152
Kepler-277 b,0.136075,17.324,10000,Kepler-277,1.69,1.12,10000
Kepler-337 c,0.0889716,9.693201,10000,Kepler-337,1.761,10000,0.0151834
Kepler-213 b,0.0356868,2.46236,10000,Kepler-213,1.195,10000,0.0120479
Kepler-386 c,0.168189,25.193458,10000,Kepler-386,0.767,10000,0.0117926
POTS-1 b,0.0373351,3.1606296,10000,POTS-1,0.588,0.695,1
Kepler-304 b,0.0433417,3.295709,10000,Kepler-304,0.687,10000,0.0245625
Kepler-55 d,0.0332158,2.211099,10000,Kepler-55,0.619,10000,0.011856
Kepler-327 b,0.0365246,2.549575,10000,Kepler-327,0.492,10000,0.00422638
Kepler-105 c,0.0724716,7.125939,10000,Kepler-105,1.16,10000,0.0119837
Kepler-195 c,0.205786,34.096863,10000,Kepler-195,0.775,10000,0.011604
K2-22 b,0.00867627,0.381078,10000,K2-22,0.57,0.6,10000
Kepler-290 c,0.216407,36.77031,10000,Kepler-290,0.743,10000,0.0222169
Kepler-334 d,0.167766,25.09849,10000,Kepler-334,1.068,10000,0.00960182
Kepler-273 c,0.0783802,8.014927,10000,Kepler-273,0.815,10000,0.0146122
Kepler-266 b,0.0689878,6.61833,10000,Kepler-266,1.028,10000,0.0194307
Kepler-223 b,0.0742116,7.384108,10000,Kepler-223,1.017,10000,0.0125062
Kepler-137 c,0.138056,18.735753,10000,Kepler-137,0.802,10000,0.0138423
Kepler-116 c,0.108599,13.07163,10000,Kepler-116,1.454,10000,0.0174811
Kepler-117 b,0.138351,18.795952,10000,Kepler-117,1.471,10000,0.194248
Kepler-381 c,0.110364,13.391635,10000,Kepler-381,1.568,10000,0.00436179
Kepler-354 d,0.163783,24.209842,10000,Kepler-354,0.674,10000,0.00621274
Kepler-332 c,0.124244,15.995622,10000,Kepler-332,0.72,10000,0.00396389
Kepler-367 b,0.22049,37.815724,10000,Kepler-367,0.695,10000,0.00730238
Kepler-235 d,0.144489,20.060548,10000,Kepler-235,0.554,10000,0.0151834
Kepler-282 c,0.111718,13.638723,10000,Kepler-282,0.904,10000,0.00554835
Kepler-394 c,0.103323,12.130686,10000,Kepler-394,1.132,10000,0.0123078
Kepler-385 c,0.119895,15.163161,10000,Kepler-385,1.126,10000,0.0275635
Kepler-304 c,0.0596111,5.315946,10000,Kepler-304,0.687,10000,0.0162325
Kepler-303 b,0.0304113,1.937055,10000,Kepler-303,0.485,10000,0.00192504
Kepler-286 c,0.0448402,3.468095,10000,Kepler-286,0.863,10000,0.00871939
Kepler-267 b,0.0438489,3.353728,10000,Kepler-267,0.555,10000,0.0146122
Kepler-112 c,0.182918,28.574263,10000,Kepler-112,0.841,10000,0.0185304
Kepler-173 b,0.0514597,4.263742,10000,Kepler-173,0.949,10000,0.00711292
Kepler-301 c,0.0603792,5.419026,10000,Kepler-301,0.9,10000,0.00829825
Kepler-404 b,0.101608,11.829851,10000,Kepler-404,0.884,10000,0.00674351
Kepler-285 c,0.0659546,6.186676,10000,Kepler-285,0.808,10000,0.00436179
Kepler-174 c,0.243919,44.000529,10000,Kepler-174,0.622,10000,0.0115291
Kepler-286 b,0.0289196,1.796302,10000,Kepler-286,0.863,10000,0.00621274
Kepler-206 d,0.160305,23.44281,10000,Kepler-206,1.185,10000,0.00538981
Kepler-209 c,0.235528,41.749882,10000,Kepler-209,0.935,10000,0.0286557
Kepler-134 c,0.0914787,10.105785,10000,Kepler-134,1.176,10000,0.00656354
Kepler-126 b,0.0938169,10.495711,10000,Kepler-126,1.358,10000,0.0123086
Kepler-329 c,0.137805,18.684737,10000,Kepler-329,0.523,10000,0.0142208
WASP-47 d,0.0854327,9.03081,10000,WASP-47,1.15,1.02,0.0405776
Kepler-135 b,0.0646392,6.00253,10000,Kepler-135,1.275,10000,0.0133325
Kepler-149 b,0.185574,29.198943,10000,Kepler-149,0.953,10000,0.0581875
Kepler-253 d,0.135013,18.119869,10000,Kepler-253,0.786,10000,0.0299917
Kepler-49 b,0.0598092,7.2037945,10000,Kepler-49,0.53,0.55,0.0224607
Kepler-83 c,0.125924,20.09,10000,Kepler-83,0.61,0.66,0.0181548
Kepler-178 c,0.146843,20.552802,10000,Kepler-178,1.066,10000,0.0248763
Kepler-82 d,0.0349155,2.382961,10000,Kepler-82,0.945,10000,0.0130508
Kepler-307 c,0.105129,13.0729,10000,Kepler-307,0.814,0.907,10000
K2-5 b,0.0507499,5.73594,10000,K2-5,0.52,0.53,0.0129679
HIP 41378 b,0.127856,15.5712,10000,HIP 41378,1.4,1.15,0.0257473
Kepler-355 b,0.0969854,11.03189,10000,Kepler-355,1.066,10000,0.0107805
Kepler-220 c,0.0848919,9.034199,10000,Kepler-220,0.666,10000,0.0117295
Kepler-243 b,0.0625614,5.715442,10000,Kepler-243,0.842,10000,0.0190864
Kepler-297 b,0.224576,38.871826,10000,Kepler-297,0.915,10000,0.0247188
Kepler-220 b,0.05062,4.159807,10000,Kepler-220,0.666,10000,0.00137963
KELT-17 b,0.0488209,3.0801716,10000,KELT-17,1.645,1.635,1.30747
Kepler-245 c,0.131719,17.460812,10000,Kepler-245,0.795,10000,0.0163243
Kepler-328 b,0.21906,34.921,10000,Kepler-328,1.06,1.15,10000
Kepler-222 d,0.180811,28.081912,10000,Kepler-222,0.869,10000,0.0422294
Kepler-394 b,0.0783155,8.005013,10000,Kepler-394,1.132,10000,0.0119197
Kepler-218 b,0.0461345,3.619337,10000,Kepler-218,1.063,10000,0.0112762
Kepler-54 c,0.0822829,12.0717249,10000,Kepler-54,0.5,0.51,0.00602351
Kepler-391 b,0.0744302,7.416755,10000,Kepler-391,3.569,10000,0.0305853
Kepler-55 e,0.0542683,4.617534,10000,Kepler-55,0.619,10000,0.011604
Kepler-383 b,0.107672,12.904532,10000,Kepler-383,0.672,10000,0.00769114
Kepler-336 b,0.0313231,2.024823,10000,Kepler-336,1.304,10000,0.00313003
K2-7 b,0.181507,28.6777,10000,K2-7,0.96,0.97,10000
Kepler-252 c,0.0959074,10.848463,10000,Kepler-252,0.549,10000,0.0160511
Kepler-247 b,0.0436956,3.33616,10000,Kepler-247,0.768,10000,0.0121773
Kepler-282 b,0.0860552,9.220524,10000,Kepler-282,0.904,10000,0.00302153
Kepler-354 c,0.129058,16.934402,10000,Kepler-354,0.674,10000,0.00749504
KOI 1198.04,10000,1.00861677,10000,KOI 1198,10000,10000,10000
KOI 1316.02,10000,12.37679312,10000,KOI 1316,10000,10000,10000
KOI 1445.03,10000,20.01959599,10000,KOI 1445,10000,10000,10000
KOI 1677.02,10000,8.51170088,10000,KOI 1677,10000,10000,10000
KOI 1922.02,10000,15.09521323,10000,KOI 1922,10000,10000,10000
KOI 1940.02,10000,6.73679732,10000,KOI 1940,10000,10000,10000
KOI 2311.02,10000,13.72549689,10000,KOI 2311,10000,10000,10000
KOI 2160.02,10000,15.40877383,10000,KOI 2160,10000,10000,10000
KOI 2640.01,10000,33.18089453,10000,KOI 2640,10000,10000,10000
KOI 3722.01,10000,2.38920105,10000,KOI 3722,10000,10000,10000
KOI 4932.01,10000,19.12788374,10000,KOI 4932,10000,10000,10000
KOI 4960.01,10000,47.82278681,10000,KOI 4960,10000,10000,10000
KOI 5266.01,10000,37.71508287,10000,KOI 5266,10000,10000,10000
KOI 5795.01,10000,19.11280242,10000,KOI 5795,10000,10000,10000
KOI 5425.01,10000,39.42516213,10000,KOI 5425,10000,10000,10000
KOI 5431.01,10000,43.08410127,10000,KOI 5431,10000,10000,10000
KOI 5905.01,10000,35.6606167,10000,KOI 5905,10000,10000,10000
KOI 5926.01,10000,26.46288074,10000,KOI 5926,10000,10000,10000
KOI 5928.01,10000,20.69920737,10000,KOI 5928,10000,10000,10000
KOI 5936.01,10000,48.38798413,10000,KOI 5936,10000,10000,10000
KOI 5977.01,10000,49.49059818,10000,KOI 5977,10000,10000,10000
KOI 5872.01,10000,46.16051579,10000,KOI 5872,10000,10000,10000
KOI 6180.01,10000,28.201998,10000,KOI 6180,10000,10000,10000
KOI 4568.02,10000,48.04066636,10000,KOI 4568,10000,10000,10000
KOI 6202.01,10000,47.25643291,10000,KOI 6202,10000,10000,10000
KOI 6216.01,10000,26.40805532,10000,KOI 6216,10000,10000,10000
KOI 6216.02,10000,46.07931317,10000,KOI 6216,10000,10000,10000
KOI 6237.02,10000,47.14404783,10000,KOI 6237,10000,10000,10000
KOI 6150.01,10000,48.9528113,10000,KOI 6150,10000,10000,10000
KOI 4716.02,10000,12.26708306,10000,KOI 4716,10000,10000,10000
KOI 6516.02,10000,28.24753303,10000,KOI 6516,10000,10000,10000
KOI 6542.01,10000,0.8867443,10000,KOI 6542,10000,10000,10000
KOI 6698.01,10000,5.22422449,10000,KOI 6698,10000,10000,10000
KOI 6835.01,10000,22.50053441,10000,KOI 6835,10000,10000,10000
KOI 7094.01,10000,13.56092626,10000,KOI 7094,10000,10000,10000
KOI 7226.01,10000,42.48452259,10000,KOI 7226,10000,10000,10000
KOI 7111.01,10000,23.59919017,10000,KOI 7111,10000,10000,10000
KOI 7368.01,10000,6.842939,10000,KOI 7368,10000,10000,10000
KOI 6341.01,10000,9.78184193,10000,KOI 6341,10000,10000,10000
KOI 6598.01,10000,10.95210361,10000,KOI 6598,10000,10000,10000
KOI 6489.01,10000,14.05652256,10000,KOI 6489,10000,10000,10000
KOI 6884.01,10000,2.42186898,10000,KOI 6884,10000,10000,10000
KOI 7562.01,10000,11.76872507,10000,KOI 7562,10000,10000,10000
KOI 8011.01,10000,0.93420696,10000,KOI 8011,10000,10000,10000
KOI 7928.01,10000,1.12625975,10000,KOI 7928,10000,10000,10000
KOI 8157.01,10000,0.58730021,10000,KOI 8157,10000,10000,10000
KOI 7973.01,10000,1.33199285,10000,KOI 7973,10000,10000,10000
Kepler-1049 b,0.0344721,3.27346074,0,Kepler-1049,0.49,0.51,0.00245309
Kepler-813 b,0.13761,19.12947337,0,Kepler-813,0.93,0.95,0.0159697
Kepler-427 b,0.091351,10.290994,0,Kepler-427,1.35,0.96,0.29
Kepler-1056 b,0.185149,27.495606,0,Kepler-1056,1.2,1.12,0.0271261
Kepler-1165 b,0.0912977,9.478522,0,Kepler-1165,1.18,1.13,0.0115843
Kepler-1104 b,0.0627651,5.03728015,0,Kepler-1104,1.41,1.3,0.00609283
WASP-105 b,0.0745473,7.87288,0,WASP-105,0.9,0.89,1.75922
Kepler-1279 b,0.170989,23.4774101,0,Kepler-1279,1.33,1.21,0.0129028
Kepler-20 b,0.0453704,3.6961219,0,Kepler-20,0.944,0.912,0.0266646
HAT-P-27 b,0.0399488,3.039577,0,HAT-P-27,0.87,0.92,0.617485
Kepler-1156 b,0.101981,11.89520511,0,Kepler-1156,1,1,0.00774372
Kepler-1512 b,0.13139,20.35972599,0,Kepler-1512,0.67,0.73,0.00518721
Kepler-787 b,0.0161327,0.9283105,0,Kepler-787,0.62,0.65,0.00688654
Kepler-528 b,0.143629,19.78297415,0,Kepler-528,1.06,1.01,0.0154788
HD 219828 b,0.0515012,3.8334999,0,HD 219828,1.4682,1.24,0.0622185
Kepler-480 b,0.0609811,4.9195838,0,Kepler-480,1.34,1.25,0.0233514
HD 3167 b,0.0181491,0.959641,0,HD 3167,10000,0.866,0.015891
Kepler-1390 b,0.0675681,6.48021673,0,Kepler-1390,0.98,0.98,0.00518721
Kepler-1642 b,0.0994208,12.2057513,0,Kepler-1642,0.84,0.88,0.0304768
Kepler-871 b,0.159318,22.0459018,0,Kepler-871,1.14,1.11,0.0437521
Kepler-1131 b,0.0458416,3.53232449,0,Kepler-1131,1.04,1.03,0.0118667
WASP-21 b,0.0521087,4.322482,0,WASP-21,1.06,1.01,0.300272
HD 4308 b,0.119192,15.56,0,HD 4308,0.82259,0.933,0.0477376
Kepler-651 b,0.146649,21.38521506,0,Kepler-651,0.87,0.92,0.0181548
Kepler-80 f,0.017386,0.98678706,0,Kepler-80,0.64,0.72,0.00609283
Kepler-1217 b,0.0320163,2.03232507,0,Kepler-1217,1.08,1.06,0.0147338
Kepler-895 b,0.0337283,2.80624233,0,Kepler-895,0.61,0.65,0.0115145
Kepler-628 b,0.121444,15.4580567,0,Kepler-628,1.28,1,0.243389
Kepler-403 d,0,13.61159129,0,Kepler-403,1.33,0,0.00991268
Kepler-674 b,0.0282874,2.24338185,0,Kepler-674,0.57,0.6,0.0125233
Kepler-1047 c,0.0435026,3.18897601,0,Kepler-1047,1.13,1.08,0.00277643
Kepler-1247 b,0.106621,13.71220213,0,Kepler-1247,0.82,0.86,0.0178026
Kepler-1210 b,0.0771394,8.07124073,0,Kepler-1210,0.92,0.94,0.0125983
WASP-25 b,0.0473714,3.764825,0,WASP-25,0.92,1,0.57847
Kepler-1646 b,0.0330793,4.48558383,0,Kepler-1646,0.26,0.24,0.00609283
HATS-11 b,0.0461455,3.6191634,0,HATS-11,1.444,1,0.846665
Kepler-967 b,0.103279,13.22713379,0,Kepler-967,0.8,0.84,0.0180364
Kepler-1574 b,0.0726189,6.9424334,0,Kepler-1574,1.08,1.06,0.00709482
Kepler-1157 b,0.0483728,4.45743164,0,Kepler-1157,0.71,0.76,0.00392895
Kepler-549 b,0.230006,42.9495649,0,Kepler-549,0.84,0.88,0.020474
Kepler-1002 b,0.0556094,4.33642933,0,Kepler-1002,1.57,1.22,0.0126737
Kepler-1563 b,0.0445351,3.43276598,0,Kepler-1563,0.99,1,0.00105753
Kepler-1611 b,0.0573666,5.1762429,0,Kepler-1611,0.93,0.94,0.00136198
Kepler-1284 b,0.0140554,0.66407381,0,Kepler-1284,0.79,0.84,0.00571923
Kepler-706 b,0.223617,41.40831347,0,Kepler-706,0.84,0.87,1
Kepler-1364 b,0.125617,13.32196237,0,Kepler-1364,1.79,1.49,0.0160703
Kepler-653 b,0.118258,14.70748976,0,Kepler-653,1.19,1.02,0.0143786
Kepler-553 b,0.0482066,4.03046804,0,Kepler-553,0.85,0.92,0.0707577
K2-11 b,0.25272,39.93767,0,K2-11,5.15,1.35,1
Kepler-702 b,0.0907551,10.52629406,0,Kepler-702,0.86,0.9,0.531485
HD 156668 b,0.0499846,4.6455,0,HD 156668,0.728691,0.772,0.0130582
Kepler-1045 b,0.165053,26.41045478,0,Kepler-1045,0.82,0.86,0.0220818
Kepler-905 b,0.0568739,5.08274652,0,Kepler-905,0.86,0.95,0.00965491
Kepler-763 b,0.0208123,1.19655156,0,Kepler-763,0.8,0.84,0.00590412
Kepler-1376 b,0.059158,5.30880656,0,Kepler-1376,0.97,0.98,0.00351465
Kepler-32 f,0.0130732,0.74296,0,Kepler-32,0.53,0.54,0.00143611
WASP-103 b,0.0198682,0.925542,0,WASP-103,1.436,1.22,1.48791
Kepler-990 c,0.0131638,0.53835431,0,Kepler-990,1.08,1.05,0.0124263
WASP-131 b,0.0608315,5.322023,0,WASP-131,1.53,1.06,0.273475
Kepler-1028 b,0.0349411,2.51462432,0,Kepler-1028,0.87,0.9,0.00796813
Kepler-1042 b,0.0832577,10.13202575,0,Kepler-1042,0.72,0.75,0.0163773
Kepler-1225 b,0.0746694,7.01075434,0,Kepler-1225,1.19,1.13,0.0133743
Kepler-1006 b,0.13168,19.76172042,0,Kepler-1006,0.74,0.78,0.0115145
Kepler-791 b,0.127324,14.5539759,0,Kepler-791,1.47,1.3,0.0277215
Kepler-619 c,0.022851,1.20846503,0,Kepler-619,1.11,1.09,0.0125233
Kepler-26 b,0.0902469,12.282356,0,Kepler-26,0.59,0.65,0.0397121
WASP-93 b,0.0417621,2.7325321,0,WASP-93,1.06,1.3,1.44377
Kepler-875 b,0.181834,27.5073799,0,Kepler-875,1.11,1.06,0.0252452
Kepler-1508 b,0.154158,20.7056504,0,Kepler-1508,1.22,1.14,0.00796813
Kepler-1568 b,0.152944,20.925392,0,Kepler-1568,1.19,1.09,0.00730709
Kepler-519 b,0.157968,24.3078946,0,Kepler-519,0.8,0.89,0.0155754
Kepler-192 d,0,6.47027579,0,Kepler-192,1.01,0,0.00313024
HD 215152 b,0.0576393,5.75999,0,HD 215152,0.73,0.77,0.00572025
Kepler-772 b,0.107432,12.99207337,0,Kepler-772,1.11,0.98,0.0133743
Kepler-516 b,0.195757,24.85462415,0,Kepler-516,2.02,1.62,0.110157
Kepler-922 b,0.0184414,0.93846683,0,Kepler-922,0.93,0.95,0.00991268
Kepler-687 b,0.134386,20.50586978,0,Kepler-687,0.73,0.77,0.0377408
CoRoT-24 c,0.0980725,11.759,0,CoRoT-24,0.86,0.91,0.0872267
Kepler-567 b,0.119888,16.54297375,0,Kepler-567,0.79,0.84,0.0170154
Kepler-1453 b,0.252883,47.1611696,0,Kepler-1453,0.94,0.97,0.021778
Kepler-980 b,0.101644,11.55102504,0,Kepler-980,1.06,1.05,0.021778
Kepler-472 b,0.048077,4.17625551,0,Kepler-472,0.78,0.85,0.0309268
CoRoT-6 b,0.0854177,8.886593,0,CoRoT-6,1.025,1.05,2.95364
Kepler-839 b,0.235594,37.8144514,0,Kepler-839,1.31,1.22,0.020474
Kepler-1234 b,0.0949095,11.94014029,0,Kepler-1234,0.76,0.8,0.0238504
Kepler-1127 b,0.0575745,5.12330347,0,Kepler-1127,0.95,0.97,0.0144664
Kepler-732 c,0.0143082,0.89304124,0,Kepler-732,0.46,0.49,0.00668223
K2-28 b,0.0214313,2.260455,0,K2-28,0.288,0.257,0.0181771
Kepler-1528 b,0.0291497,1.79111021,0,Kepler-1528,1.03,1.03,0.0107116
Kepler-893 b,0.0670296,6.33855761,0,Kepler-893,0.99,1,0.027323
Kepler-1387 b,0.0317279,2.27952666,0,Kepler-1387,0.77,0.82,0.00225358
Kepler-1062 b,0.0786582,9.30412078,0,Kepler-1062,0.7,0.75,0.0129801
Kepler-709 b,0.115768,16.08524954,0,Kepler-709,0.77,0.8,0.0256089
KELT-2 A b,0.0549707,4.1137912,0,KELT-2 A,1.828,1.308,1.52064
Kepler-10 b,0.0167573,0.837495,0,Kepler-10,1.056,0.895,0.0142824
Kepler-1365 b,0.0763129,7.69993485,0,Kepler-1365,1.05,1,0.00215846
Kepler-1010 b,0.196353,34.2685705,0,Kepler-1010,0.82,0.86,0.0176872
K2-24 c,0.246993,42.3633,0,K2-24,1.21,1.12,0.0980484
Kepler-811 b,0.161485,23.58447697,0,Kepler-811,1.24,1.01,0.0222358
Kepler-1305 b,0.11018,13.5630972,0,Kepler-1305,0.96,0.97,0.0138656
Kepler-1322 b,0.0184246,0.96286738,0,Kepler-1322,0.87,0.9,0.0120099
Kepler-1084 b,0.0328337,2.05333679,0,Kepler-1084,1.28,1.12,0.00422224
Kepler-616 b,0.0902152,9.99761851,0,Kepler-616,0.97,0.98,0.0188877
Kepler-1065 c,0.0340815,2.37030743,0,Kepler-1065,0.93,0.94,0.0119381
Kepler-1464 c,0.0600955,5.32786292,0,Kepler-1464,1.01,1.02,0.00289089
Kepler-682 b,0.103131,12.61190667,0,Kepler-682,0.89,0.92,0.164047
Kepler-507 b,0.0480157,3.56809693,0,Kepler-507,1.32,1.16,0.00730709
HD 40307 c,0.0800702,9.62,0,HD 40307,0.839223,0.74,0.0211468
HATS-34 b,0.0316765,2.1061607,0,HATS-34,0.98,0.955,0.938774
Kepler-982 b,0.129335,15.7738221,0,Kepler-982,1.29,1.16,0.0170154
WASP-17 b,0.0499354,3.735433,0,WASP-17,1.2,1.19,0.508547
Kepler-487 c,0.216804,38.6519976,0,Kepler-487,0.88,0.91,0.0219292
Kepler-872 b,0.0374071,2.57885507,0,Kepler-872,1.08,1.05,0.0147338
Kepler-1542 d,0.0632508,5.99273738,0,Kepler-1542,0.99,0.94,0.0018073
WASP-75 b,0.0375112,2.484193,0,WASP-75,1.26,1.14,1.07
Kepler-1293 b,0.0650345,5.57654784,0,Kepler-1293,1.28,1.18,0.00266535
Kepler-605 b,0.0427433,3.38353807,0,Kepler-605,0.88,0.91,0.0101747
Kepler-793 b,0.0509367,4.24153639,0,Kepler-793,0.97,0.98,0.00866602
Kepler-1555 b,0.0800056,8.10501635,0,Kepler-1555,1.06,1.04,0.0120099
Kepler-1361 b,0.0430059,3.57554956,0,Kepler-1361,0.79,0.83,0.00172655
WASP-157 b,0.0528415,3.9516205,0,WASP-157,1.134,1.26,0.561357
Kepler-1350 b,0.0436851,4.4968604,0,Kepler-1350,0.53,0.55,0.0199266
WASP-70 A b,0.0485382,3.7130203,0,WASP-70 A,1.215,1.106,0.590076
Kepler-933 b,0.109579,14.20443009,0,Kepler-933,0.84,0.87,0.0191406
Kepler-1406 b,0.102102,11.62905828,0,Kepler-1406,1.12,1.05,0.00407386
Kepler-1530 b,0.035902,2.5904434,0,Kepler-1530,0.88,0.92,0.0121546
Kepler-1111 b,0.0860862,8.79617863,0,Kepler-1111,1.15,1.1,0.0147338
WASP-57 b,0.0386362,2.838971,0,WASP-57,0.836,0.954,0.675887
Kepler-1166 b,0.195344,33.2406882,0,Kepler-1166,0.86,0.9,0.0125233
Kepler-458 c,0.146743,20.74028413,0,Kepler-458,1.03,0.98,0.057999
K2-60 b,0.0403268,3.00265,0,K2-60,1.12,0.97,0.424566
Kepler-1222 b,0.0284953,1.91694425,0,Kepler-1222,0.8,0.84,0.00123338
Kepler-615 b,0.0837217,10.35584657,0,Kepler-615,0.69,0.73,0.0128259
WASP-106 b,0.089107,9.289715,0,WASP-106,1.393,1.092,1.925
Kepler-28 b,0.0581375,5.91213,0,Kepler-28,0.7,0.75,0.0397121
Kepler-1216 b,0.0521389,4.37034536,0,Kepler-1216,0.98,0.99,0.00915206
HAT-P-32 b,0.0342627,2.150008,0,HAT-P-32,1.219,1.16,0.861516
Kepler-1380 b,0.0914589,10.3108245,0,Kepler-1380,0.94,0.96,0.0101747
Kepler-478 b,0.103659,13.2217576,0,Kepler-478,0.8,0.85,0.0223911
Kepler-634 b,0.0590906,5.16950177,0,Kepler-634,1.24,1.03,0.0139495
Kepler-881 b,0.0539414,4.44448017,0,Kepler-881,1.09,1.06,0.0131362
Kepler-997 b,0.0406211,2.70730672,0,Kepler-997,1.56,1.22,0.00842926
HATS-8 b,0.0466748,3.583893,0,HATS-8,1.086,1.056,0.13832
WASP-119 b,0.0363001,2.49979,0,WASP-119,1.2,1.02,1.23035
Kepler-106 c,0.111348,13.5708,0,Kepler-106,1.04,1,0.0328478
Kepler-113 b,0.0502736,4.754,0,Kepler-113,0.69,0.75,0.013404
Kepler-1178 b,0.182381,31.80634,0,Kepler-1178,0.75,0.8,0.00364938
Kepler-595 b,0.161025,25.30292332,0,Kepler-595,0.83,0.87,0.0457295
K2-138 f,0.104299,12.75759,0,K2-138,0.86,0.93,0.0246907
Kepler-785 b,0.0282249,1.97376093,0,Kepler-785,0.71,0.77,1
HD 103197 b,0.249018,47.84,0,HD 103197,1.01561,0.9,0.0982431
Kepler-698 b,0.123396,16.32976218,0,Kepler-698,0.91,0.94,0.0418568
Kepler-1022 b,0.0863273,10.99469878,0,Kepler-1022,0.68,0.71,0.0181548
Kepler-913 b,0.0794059,10.29672521,0,Kepler-913,0.61,0.63,0.015288
Kepler-1224 b,0.116229,13.32351601,0,Kepler-1224,1.22,1.18,0.00796813
WASP-16 b,0.0417858,3.1186009,0,WASP-16,0.946,1,0.842294
Kepler-103 b,0.127704,15.9654,0,Kepler-103,1.44,1.09,0.0305195
Kepler-1426 b,0.115827,14.2563227,0,Kepler-1426,1.02,1.02,0.0116544
Kepler-993 b,0.127733,22.08557563,0,Kepler-993,0.54,0.57,0.0263549
Kepler-1588 b,0.0762521,7.84931739,0,Kepler-1588,0.99,0.96,0.00111394
HATS-31 b,0.0477869,3.37796,0,HATS-31,1.87,1.275,0.889203
Kepler-974 b,0.0409318,4.19449651,0,Kepler-974,0.5,0.52,0.0117248
Kepler-1248 b,0.0796726,7.46725407,0,Kepler-1248,1.21,1.21,0.00518721
Kepler-1331 b,0.0149794,0.78916165,0,Kepler-1331,0.69,0.72,0.00351465
Kepler-856 b,0.0774029,8.02768059,0,Kepler-856,0.93,0.96,0.564251
HD 125595 b,0.0809437,9.6737,0,HD 125595,1.03336,0.756,0.0416764
Kepler-1499 b,0.228998,44.2008,0,Kepler-1499,0.78,0.82,0.0053608
WASP-79 b,0.0534741,3.6623817,0,WASP-79,1.64,1.52,0.887514
Kepler-1470 b,0.116773,16.2950903,0,Kepler-1470,0.76,0.8,0.00364938
Kepler-1542 c,0.0389169,2.89223021,0,Kepler-1542,0.99,0.94,0.000639382
Kepler-109 c,0.151991,21.2227,0,Kepler-109,1.32,1.04,0.0199023
Kepler-1349 b,0.034023,2.12823928,0,Kepler-1349,1.28,1.16,0.000806332
Kepler-877 b,0.129482,18.45847097,0,Kepler-877,0.81,0.85,0.0157709
Kepler-720 b,0.0540454,4.70832654,0,Kepler-720,0.92,0.95,0.381266
Kepler-932 b,0.0288756,1.9214374,0,Kepler-932,0.84,0.87,0.00866602
Kepler-777 b,0.0522506,5.72812599,0,Kepler-777,0.56,0.58,0.0109866
Kepler-970 b,0.113697,16.73652231,0,Kepler-970,0.67,0.7,0.0231879
Kepler-1579 b,0.0159542,0.84990789,0,Kepler-1579,0.7,0.75,0.00157306
Kepler-191 d,0.0608391,5.94504102,0,Kepler-191,0.79,0.85,0.0172355
Kepler-861 b,0.0457701,3.94963138,0,Kepler-861,0.78,0.82,0.0172355
